Time,x,y_lo,y_hi
09:35:38.701,60357,145,147
09:35:38.703,60355,145,147
09:35:38.741,60352,145,147
09:35:38.777,60350,145,147
09:35:38.963,60352,145,147
09:35:38.963,60350,145,147
09:35:39.269,60352,145,147
09:35:39.319,60355,145,147
09:35:39.322,60357,145,147
09:35:39.322,60355,145,147
09:35:39.323,60357,145,147
09:35:39.465,60355,145,147
09:35:39.466,60352,145,147
09:35:39.625,60355,145,147
09:35:39.667,60357,145,147
09:35:39.687,60355,145,147
09:35:39.817,60352,145,147
09:35:39.910,60355,145,147
09:35:39.910,60352,145,147
09:35:39.910,60355,145,147
09:35:39.917,60352,145,147
09:35:39.918,60350,145,147
09:35:39.920,60347,145,147
09:35:40.423,60350,145,147
09:35:41.063,60347,145,147
09:35:41.245,60350,145,147
09:35:41.360,60352,145,147
09:35:41.362,60355,145,147
09:35:41.363,60357,145,147
09:35:41.363,60355,145,147
09:35:41.384,60352,145,147
09:35:41.472,60355,145,147
09:35:41.473,60357,145,147
09:35:41.958,60360,145,147
09:35:42.042,60362,145,147
09:35:43.198,60360,145,147
09:35:43.378,60357,145,147
09:35:43.690,60355,145,147
09:35:43.847,60352,145,147
09:35:43.849,60350,145,147
09:35:44.069,60352,145,147
09:35:44.522,60350,145,147
09:35:44.547,60347,145,147
09:35:44.633,60345,145,147
09:35:44.650,60342,145,147
09:35:44.686,60345,145,147
09:35:44.726,60342,145,147
09:35:44.909,60340,145,147
09:35:44.912,60337,145,147
09:35:45.116,60335,145,147
09:35:45.118,60332,145,147
09:35:45.123,60335,145,147
09:35:45.364,60337,145,147
09:35:45.365,60340,145,147
09:35:45.664,60342,145,147
09:35:45.665,60345,145,147
09:35:45.776,60342,145,147
09:35:45.788,60345,145,147
09:35:45.905,60342,145,147
09:35:46.020,60345,145,147
09:35:46.178,60342,145,147
09:35:46.327,60345,145,147
09:35:46.437,60347,145,147
09:35:46.450,60350,145,147
09:35:46.450,60352,145,147
09:35:46.528,60355,145,147
09:35:46.529,60357,145,147
09:35:46.914,60355,145,147
09:35:46.916,60352,145,147
09:35:47.316,60350,145,147
09:35:47.317,60347,145,147
09:35:47.317,60350,145,147
09:35:47.318,60347,145,147
09:35:47.387,60350,145,147
09:35:47.388,60352,145,147
09:35:47.628,60350,145,147
09:35:47.886,60352,145,147
09:35:48.042,60355,145,147
09:35:48.043,60357,145,147
09:35:48.104,60355,145,147
09:35:48.251,60352,145,147
09:35:48.255,60350,145,147
09:35:48.800,60347,145,147
09:35:48.866,60345,145,147
09:35:49.241,60342,145,147
09:35:49.285,60345,145,147
09:35:49.402,60342,145,147
09:35:49.501,60345,145,147
09:35:49.624,60342,145,147
09:35:49.736,60345,145,147
09:35:49.796,60347,145,147
09:35:49.852,60350,145,147
09:35:49.873,60347,145,147
09:35:49.874,60345,145,147
09:35:50.061,60347,145,147
09:35:50.194,60345,145,147
09:35:50.346,60347,145,147
09:35:50.347,60350,145,147
09:35:50.351,60352,145,147
09:35:50.935,60355,145,147
09:35:50.963,60352,145,147
09:35:51.073,60350,145,147
09:35:51.464,60352,145,147
09:35:51.542,60350,145,147
09:35:51.607,60347,145,147
09:35:52.055,60350,145,147
09:35:52.140,60347,145,147
09:35:52.602,60350,145,147
09:35:52.636,60347,145,147
09:35:52.638,60345,145,147
09:35:52.669,60342,145,147
09:35:52.670,60345,145,147
09:35:53.091,60342,145,147
09:35:53.906,60345,145,147
09:35:53.954,60342,145,147
09:35:54.154,60345,145,147
09:35:54.328,60342,145,147
09:35:54.790,60345,145,147
09:35:56.112,60347,145,147
09:35:56.185,60345,145,147
09:35:56.479,60342,145,147
09:35:57.006,60340,145,147
09:35:57.010,60337,145,147
09:35:57.013,60340,145,147
09:35:57.307,60337,145,147
09:35:57.307,60335,145,147
09:35:57.312,60332,145,147
09:35:57.315,60330,145,147
09:35:57.346,60327,145,147
09:35:57.547,60325,145,147
09:35:57.579,60322,142,145
09:35:57.584,60325,142,145
09:35:57.606,60322,142,145
09:35:57.823,60325,142,145
09:35:57.928,60327,142,145
09:35:57.929,60325,142,145
09:35:58.046,60327,142,145
09:35:58.048,60330,142,147
09:35:58.129,60332,142,147
09:35:58.449,60335,142,147
09:35:58.450,60337,145,147
09:35:58.457,60335,145,147
09:35:58.461,60332,145,147
09:35:58.481,60335,142,147
09:35:58.756,60332,142,147
09:35:59.125,60335,142,147
09:35:59.138,60337,145,147
09:35:59.147,60335,145,147
09:35:59.185,60332,142,147
09:35:59.305,60335,145,147
09:35:59.306,60337,145,147
09:35:59.533,60340,145,147
09:35:59.576,60342,145,147
09:35:59.576,60340,145,147
09:35:59.576,60342,145,147
09:35:59.577,60340,145,147
09:35:59.578,60342,145,147
09:35:59.607,60340,145,147
09:35:59.704,60342,145,147
09:35:59.897,60340,145,147
09:36:00.020,60342,145,147
09:36:00.316,60340,145,147
09:36:00.500,60342,145,147
09:36:00.533,60345,145,147
09:36:00.534,60347,145,147
09:36:00.686,60345,145,147
09:36:00.686,60342,145,147
09:36:01.324,60345,145,147
09:36:01.327,60347,145,147
09:36:01.352,60350,145,147
09:36:01.352,60347,145,147
09:36:01.352,60350,145,147
09:36:01.352,60347,145,147
09:36:01.352,60350,145,147
09:36:01.388,60352,145,147
09:36:01.408,60350,145,147
09:36:01.438,60347,145,147
09:36:01.567,60345,145,147
09:36:01.602,60347,145,147
09:36:01.837,60350,145,147
09:36:01.838,60352,145,147
09:36:01.887,60350,145,147
09:36:01.888,60347,145,147
09:36:01.908,60350,145,147
09:36:01.975,60347,145,147
09:36:02.307,60350,145,147
09:36:02.478,60347,145,147
09:36:02.602,60345,145,147
09:36:02.783,60347,145,147
09:36:02.801,60345,145,147
09:36:03.006,60347,145,147
09:36:03.657,60345,145,147
09:36:03.788,60342,145,147
09:36:04.309,60345,145,147
09:36:04.310,60347,145,147
09:36:04.443,60350,145,147
09:36:04.724,60347,145,147
09:36:04.737,60345,145,147
09:36:04.739,60342,145,147
09:36:04.739,60345,145,147
09:36:04.936,60342,145,147
09:36:04.966,60345,145,147
09:36:05.025,60347,145,147
09:36:05.227,60350,145,147
09:36:05.229,60352,145,147
09:36:05.277,60350,145,147
09:36:05.277,60347,145,147
09:36:05.277,60350,145,147
09:36:05.309,60352,145,147
09:36:05.374,60350,145,147
09:36:05.374,60347,145,147
09:36:05.376,60345,145,147
09:36:05.377,60347,145,147
09:36:05.379,60345,145,147
09:36:05.379,60347,145,147
09:36:05.578,60350,145,147
09:36:06.163,60352,145,147
09:36:06.165,60355,145,147
09:36:06.169,60357,145,147
09:36:06.170,60355,145,147
09:36:06.645,60357,145,147
09:36:07.243,60355,145,147
09:36:07.272,60357,145,147
09:36:07.657,60355,145,147
09:36:07.673,60352,145,147
09:36:07.676,60350,145,147
09:36:07.679,60347,145,147
09:36:07.742,60350,145,147
09:36:07.905,60347,145,147
09:36:08.370,60350,145,147
09:36:08.816,60352,145,147
09:36:08.817,60355,145,147
09:36:09.344,60357,145,147
09:36:09.535,60355,145,147
09:36:09.536,60357,145,147
09:36:09.579,60360,145,147
09:36:09.587,60362,145,147
09:36:09.591,60365,145,147
09:36:09.601,60362,145,147
09:36:09.681,60365,145,147
09:36:09.710,60362,145,147
09:36:09.874,60365,145,147
09:36:10.369,60362,145,147
09:36:10.558,60365,145,147
09:36:10.570,60367,145,147
09:36:10.700,60370,145,150
09:36:10.710,60372,145,150
09:36:10.954,60370,147,150
09:36:10.963,60372,147,150
09:36:10.964,60370,147,150
09:36:11.041,60367,145,150
09:36:11.343,60370,145,150
09:36:11.395,60367,145,150
09:36:11.651,60370,145,150
09:36:11.767,60367,145,150
09:36:12.074,60365,145,150
09:36:12.462,60362,145,150
09:36:12.462,60365,145,150
09:36:12.585,60367,145,150
09:36:12.690,60365,145,150
09:36:12.702,60362,145,150
09:36:12.704,60365,145,150
09:36:12.704,60362,145,150
09:36:12.705,60365,145,150
09:36:12.705,60362,145,150
09:36:12.705,60365,145,150
09:36:12.988,60367,145,150
09:36:13.152,60365,145,150
09:36:13.153,60367,145,150
09:36:13.301,60365,145,150
09:36:13.521,60362,145,150
09:36:13.623,60360,145,150
09:36:13.625,60357,145,147
09:36:13.722,60355,145,147
09:36:13.723,60352,145,147
09:36:13.807,60355,145,147
09:36:14.032,60357,145,147
09:36:14.038,60360,145,147
09:36:14.338,60357,145,147
09:36:14.339,60355,145,147
09:36:14.746,60352,145,147
09:36:14.747,60350,145,147
09:36:14.754,60347,145,147
09:36:14.758,60345,145,147
09:36:14.847,60342,145,147
09:36:14.957,60340,145,147
09:36:14.959,60337,145,147
09:36:14.959,60340,145,147
09:36:15.026,60342,145,147
09:36:15.155,60340,145,147
09:36:15.653,60337,145,147
09:36:15.653,60340,145,147
09:36:15.658,60342,145,147
09:36:15.861,60345,145,147
09:36:15.879,60347,145,147
09:36:15.942,60345,145,147
09:36:15.943,60347,145,147
09:36:15.943,60345,145,147
09:36:16.036,60347,145,147
09:36:16.109,60345,145,147
09:36:16.120,60347,145,147
09:36:16.126,60350,145,147
09:36:16.127,60347,145,147
09:36:16.127,60350,145,147
09:36:16.127,60347,145,147
09:36:16.149,60350,145,147
09:36:16.162,60352,145,147
09:36:16.162,60355,145,147
09:36:16.375,60357,145,147
09:36:16.376,60360,145,147
09:36:16.427,60357,145,147
09:36:16.622,60360,145,147
09:36:16.640,60357,145,147
09:36:16.672,60360,145,147
09:36:17.635,60357,145,147
09:36:17.638,60355,145,147
09:36:18.766,60357,145,147
09:36:18.772,60360,145,147
09:36:18.782,60362,145,147
09:36:18.854,60365,145,150
09:36:18.854,60362,145,150
09:36:18.856,60365,145,150
09:36:19.740,60367,145,150
09:36:19.740,60370,145,150
09:36:20.555,60372,145,150
09:36:20.570,60375,147,150
09:36:20.570,60377,147,150
09:36:20.789,60375,147,150
09:36:20.790,60372,147,150
09:36:20.900,60370,147,150
09:36:20.901,60367,145,150
09:36:20.945,60370,145,150
09:36:20.986,60367,145,150
09:36:21.240,60365,145,150
09:36:21.339,60362,145,150
09:36:21.339,60365,145,150
09:36:21.627,60367,145,150
09:36:21.659,60370,145,150
09:36:21.885,60372,145,150
09:36:21.986,60370,147,150
09:36:22.006,60367,145,150
09:36:22.450,60365,145,150
09:36:22.453,60362,145,150
09:36:22.478,60360,145,150
09:36:22.554,60362,145,147
09:36:22.579,60360,145,147
09:36:22.706,60357,145,147
09:36:22.706,60360,145,147
09:36:22.764,60357,145,147
09:36:22.783,60355,145,147
09:36:22.785,60352,145,147
09:36:22.910,60350,145,147
09:36:23.021,60352,145,147
09:36:23.022,60355,145,147
09:36:23.500,60352,145,147
09:36:23.501,60355,145,147
09:36:23.625,60352,145,147
09:36:23.625,60350,145,147
09:36:24.220,60347,145,147
09:36:24.223,60345,145,147
09:36:24.227,60342,145,147
09:36:24.233,60340,145,147
09:36:24.384,60337,145,147
09:36:24.385,60340,145,147
09:36:24.480,60337,145,147
09:36:24.527,60335,145,147
09:36:24.595,60337,145,147
09:36:24.776,60340,145,147
09:36:24.981,60342,145,147
09:36:25.114,60345,145,147
09:36:25.120,60347,145,147
09:36:25.865,60350,145,147
09:36:25.865,60352,145,147
09:36:25.868,60355,145,147
09:36:26.374,60357,145,147
09:36:26.546,60355,145,147
09:36:26.580,60357,145,147
09:36:26.739,60360,145,147
09:36:26.739,60357,145,147
09:36:26.741,60360,145,147
09:36:27.086,60357,145,147
09:36:27.524,60355,145,147
09:36:27.628,60352,145,147
09:36:27.684,60355,145,147
09:36:27.860,60352,145,147
09:36:27.981,60355,145,147
09:36:28.457,60352,145,147
09:36:28.459,60350,145,147
09:36:28.459,60352,145,147
09:36:28.462,60350,145,147
09:36:28.463,60347,145,147
09:36:28.465,60350,145,147
09:36:28.670,60352,145,147
09:36:28.670,60355,145,147
09:36:28.670,60362,145,147
09:36:28.680,60365,145,147
09:36:28.690,60367,145,150
09:36:28.693,60365,145,150
09:36:28.694,60367,145,150
09:36:28.694,60362,145,150
09:36:28.694,60367,145,150
09:36:28.694,60370,145,150
09:36:28.694,60367,145,150
09:36:28.700,60370,145,150
09:36:29.185,60372,147,150
09:36:29.286,60375,147,150
09:36:29.288,60377,147,150
09:36:29.359,60380,147,150
09:36:29.465,60377,147,150
09:36:29.465,60380,147,150
09:36:29.465,60377,147,150
09:36:29.469,60375,147,150
09:36:29.876,60372,147,150
09:36:30.693,60375,147,150
09:36:30.694,60372,147,150
09:36:30.696,60375,147,150
09:36:30.950,60377,147,150
09:36:30.990,60375,147,150
09:36:31.394,60377,147,150
09:36:31.395,60380,147,150
09:36:31.400,60382,147,150
09:36:31.407,60380,147,150
09:36:31.408,60382,147,150
09:36:31.950,60380,147,150
09:36:32.128,60377,147,150
09:36:32.130,60375,147,150
09:36:32.131,60377,147,150
09:36:32.732,60375,147,150
09:36:32.732,60372,147,150
09:36:32.732,60370,147,150
09:36:32.737,60367,147,150
09:36:32.751,60365,147,150
09:36:32.751,60367,147,150
09:36:32.751,60365,147,150
09:36:32.754,60362,147,150
09:36:32.755,60360,147,150
09:36:32.758,60357,145,147
09:36:32.762,60355,145,147
09:36:32.784,60352,145,147
09:36:32.785,60350,145,147
09:36:32.798,60352,145,147
09:36:32.837,60350,145,147
09:36:32.837,60352,145,147
09:36:33.158,60350,145,147
09:36:33.337,60352,145,147
09:36:33.629,60350,145,147
09:36:33.658,60347,145,147
09:36:33.860,60350,145,147
09:36:33.863,60352,145,147
09:36:33.917,60355,145,147
09:36:34.130,60357,145,147
09:36:34.628,60360,145,147
09:36:34.985,60357,145,147
09:36:35.200,60355,145,147
09:36:35.244,60357,145,147
09:36:35.244,60360,145,147
09:36:35.245,60362,145,147
09:36:35.251,60365,147,150
09:36:35.549,60367,147,150
09:36:35.836,60370,147,150
09:36:36.052,60367,147,150
09:36:36.326,60370,147,150
09:36:36.547,60367,147,150
09:36:36.553,60365,147,150
09:36:36.554,60367,147,150
09:36:36.554,60365,147,150
09:36:36.555,60362,147,150
09:36:36.562,60360,147,150
09:36:36.737,60357,145,147
09:36:36.739,60355,145,147
09:36:37.198,60352,145,147
09:36:37.200,60350,145,147
09:36:37.629,60347,145,147
09:36:37.696,60345,145,147
09:36:37.762,60342,145,147
09:36:37.764,60340,145,147
09:36:37.764,60342,145,147
09:36:38.131,60340,145,147
09:36:38.132,60337,145,147
09:36:38.132,60340,145,147
09:36:38.161,60337,145,147
09:36:38.174,60335,145,147
09:36:38.175,60337,145,147
09:36:38.510,60340,145,147
09:36:38.510,60337,145,147
09:36:38.510,60340,145,147
09:36:38.511,60342,145,147
09:36:39.008,60340,145,147
09:36:39.040,60337,145,147
09:36:39.043,60335,145,147
09:36:39.073,60337,145,147
09:36:39.081,60340,145,147
09:36:39.082,60337,145,147
09:36:39.248,60335,145,147
09:36:39.256,60337,145,147
09:36:39.365,60335,145,147
09:36:39.472,60332,145,147
09:36:39.548,60335,145,147
09:36:40.369,60337,145,147
09:36:40.371,60340,145,147
09:36:40.634,60342,145,147
09:36:40.635,60345,145,147
09:36:40.636,60347,145,147
09:36:40.757,60345,145,147
09:36:40.757,60347,145,147
09:36:41.002,60350,145,147
09:36:41.102,60352,145,147
09:36:41.106,60355,145,147
09:36:41.120,60352,145,147
09:36:41.121,60350,145,147
09:36:41.274,60352,145,147
09:36:41.320,60350,145,147
09:36:41.349,60352,145,147
09:36:41.664,60350,145,147
09:36:42.314,60352,145,147
09:36:42.314,60350,145,147
09:36:42.314,60352,145,147
09:36:42.315,60350,145,147
09:36:43.900,60352,145,147
09:36:44.051,60355,145,147
09:36:44.475,60357,145,147
09:36:44.475,60360,145,147
09:36:44.582,60362,145,147
09:36:44.587,60365,147,150
09:36:44.635,60362,147,150
09:36:44.636,60365,147,150
09:36:44.637,60362,147,150
09:36:44.708,60360,147,150
09:36:44.800,60362,147,150
09:36:44.852,60365,147,150
09:36:45.629,60367,147,150
09:36:45.762,60365,147,150
09:36:45.805,60367,147,150
09:36:46.431,60365,147,150
09:36:46.643,60367,147,150
09:36:46.838,60370,147,150
09:36:47.451,60367,147,150
09:36:47.540,60365,147,150
09:36:47.640,60362,147,150
09:36:47.640,60360,147,150
09:36:47.743,60357,145,147
09:36:47.764,60355,145,147
09:36:47.974,60352,145,147
09:36:48.021,60350,145,147
09:36:48.136,60352,145,147
09:36:48.284,60355,145,147
09:36:48.359,60352,145,147
09:36:48.382,60350,145,147
09:36:48.586,60347,145,147
09:36:48.588,60345,145,147
09:36:48.770,60342,145,147
09:36:48.796,60345,145,147
09:36:48.997,60342,145,147
09:36:48.998,60340,145,147
09:36:49.000,60337,145,147
09:36:49.002,60340,145,147
09:36:49.003,60337,145,147
09:36:49.048,60335,145,147
09:36:49.050,60332,145,147
09:36:49.065,60335,145,147
09:36:49.649,60337,145,147
09:36:49.798,60340,145,147
09:36:49.910,60342,145,147
09:36:49.916,60345,145,147
09:36:50.159,60342,145,147
09:36:50.209,60340,145,147
09:36:50.257,60337,145,147
09:36:50.263,60335,145,147
09:36:50.501,60332,145,147
09:36:51.097,60330,145,147
09:36:51.491,60327,145,147
09:36:51.492,60325,145,147
09:36:51.498,60322,145,147
09:36:51.501,60325,145,147
09:36:51.502,60322,145,147
09:36:51.673,60325,145,147
09:36:52.062,60327,145,147
09:36:52.064,60330,145,147
09:36:52.267,60327,145,147
09:36:52.267,60325,145,147
09:36:52.577,60327,145,147
09:36:52.578,60330,145,147
09:36:52.651,60327,145,147
09:36:52.652,60325,145,147
09:36:52.692,60327,145,147
09:36:53.233,60325,145,147
09:36:53.235,60322,145,147
09:36:53.240,60320,145,147
09:36:53.248,60322,142,145
09:36:53.374,60325,145,147
09:36:53.668,60322,145,147
09:36:53.670,60320,142,147
09:36:53.676,60322,142,145
09:36:53.858,60320,142,145
09:36:53.874,60322,142,145
09:36:54.156,60320,142,145
09:36:54.299,60322,142,145
09:36:54.816,60320,142,145
09:36:55.072,60317,142,145
09:36:55.073,60320,142,145
09:36:55.099,60317,142,145
09:36:55.194,60320,142,145
09:36:55.428,60322,142,145
09:36:55.429,60325,142,145
09:36:55.434,60327,142,145
09:36:55.438,60330,145,147
09:36:55.728,60327,145,147
09:36:55.730,60325,145,147
09:36:55.985,60327,142,147
09:36:55.986,60330,145,147
09:36:56.057,60332,145,147
09:36:56.169,60335,145,147
09:36:56.727,60332,145,147
09:36:56.964,60335,145,147
09:36:57.226,60332,145,147
09:36:57.227,60335,145,147
09:36:57.227,60332,145,147
09:36:57.269,60335,145,147
09:36:57.269,60332,145,147
09:36:57.380,60330,145,147
09:36:57.382,60327,145,147
09:36:57.387,60330,145,147
09:36:58.113,60327,145,147
09:36:58.115,60325,145,147
09:36:58.207,60322,142,145
09:36:58.356,60320,142,145
09:36:58.397,60317,142,145
09:36:58.399,60315,142,145
09:36:58.551,60310,142,145
09:36:58.554,60312,142,145
09:36:58.561,60315,142,145
09:36:58.672,60312,142,145
09:36:58.743,60315,142,145
09:36:58.801,60312,142,145
09:36:58.909,60315,142,145
09:36:58.910,60317,142,145
09:36:58.911,60315,142,145
09:36:59.167,60317,142,145
09:36:59.173,60320,142,145
09:36:59.173,60322,142,145
09:36:59.175,60320,142,145
09:36:59.232,60322,142,145
09:36:59.252,60325,142,145
09:36:59.449,60327,142,145
09:36:59.760,60330,145,147
09:36:59.879,60332,145,147
09:37:00.079,60330,145,147
09:37:00.155,60332,145,147
09:37:00.409,60330,145,147
09:37:00.412,60327,145,147
09:37:00.412,60330,145,147
09:37:00.414,60327,145,147
09:37:00.555,60330,145,147
09:37:00.575,60332,145,147
09:37:00.911,60330,145,147
09:37:00.911,60332,145,147
09:37:00.950,60335,145,147
09:37:01.146,60332,145,147
09:37:01.225,60330,145,147
09:37:01.228,60327,145,147
09:37:01.228,60330,145,147
09:37:01.229,60327,145,147
09:37:01.565,60325,145,147
09:37:01.569,60327,142,145
09:37:01.574,60325,142,147
09:37:01.574,60327,142,147
09:37:01.647,60325,145,147
09:37:01.650,60327,145,147
09:37:01.651,60325,145,147
09:37:01.654,60327,145,147
09:37:01.683,60325,145,147
09:37:01.686,60322,145,147
09:37:01.691,60325,145,147
09:37:01.743,60322,145,147
09:37:01.748,60325,145,147
09:37:01.751,60327,145,147
09:37:01.751,60325,145,147
09:37:01.754,60327,145,147
09:37:01.819,60325,145,147
09:37:01.822,60327,145,147
09:37:01.906,60330,145,147
09:37:02.133,60327,145,147
09:37:02.134,60325,145,147
09:37:02.135,60322,145,147
09:37:02.333,60320,142,147
09:37:02.746,60317,142,145
09:37:02.933,60315,142,145
09:37:03.146,60317,142,145
09:37:03.147,60320,142,145
09:37:03.207,60322,142,145
09:37:03.238,60325,145,147
09:37:03.307,60327,145,147
09:37:03.481,60325,145,147
09:37:03.686,60327,145,147
09:37:03.944,60330,145,147
09:37:03.945,60332,145,147
09:37:03.962,60335,145,147
09:37:03.975,60332,145,147
09:37:04.648,60335,145,147
09:37:04.649,60337,145,147
09:37:04.651,60340,145,147
09:37:04.663,60342,145,147
09:37:04.793,60345,145,147
09:37:04.795,60347,145,147
09:37:05.149,60345,145,147
09:37:05.178,60342,145,147
09:37:05.242,60340,145,147
09:37:05.450,60337,145,147
09:37:06.150,60335,145,147
09:37:06.285,60337,145,147
09:37:06.364,60335,145,147
09:37:06.650,60337,145,147
09:37:07.056,60335,145,147
09:37:07.172,60337,145,147
09:37:07.210,60340,145,147
09:37:07.782,60337,145,147
09:37:07.783,60335,145,147
09:37:08.030,60337,145,147
09:37:08.053,60335,145,147
09:37:09.585,60332,145,147
09:37:09.587,60330,145,147
09:37:10.177,60327,145,147
09:37:10.179,60325,145,147
09:37:10.504,60327,145,147
09:37:10.504,60325,145,147
09:37:11.634,60327,145,147
09:37:12.082,60330,145,147
09:37:12.089,60332,145,147
09:37:12.376,60330,145,147
09:37:12.571,60332,145,147
09:37:12.763,60330,145,147
09:37:13.318,60332,145,147
09:37:13.351,60335,145,147
09:37:13.352,60337,145,147
09:37:13.928,60340,145,147
09:37:14.315,60342,145,147
09:37:14.316,60345,145,147
09:37:14.318,60342,145,147
09:37:14.402,60345,145,147
09:37:14.445,60347,145,147
09:37:14.562,60345,145,147
09:37:14.563,60347,145,147
09:37:14.725,60345,145,147
09:37:14.733,60347,145,147
09:37:15.057,60345,145,147
09:37:15.058,60342,145,147
09:37:15.059,60340,145,147
09:37:15.090,60337,145,147
09:37:15.410,60335,145,147
09:37:15.411,60332,145,147
09:37:15.413,60330,145,147
09:37:15.416,60327,145,147
09:37:15.446,60330,145,147
09:37:15.447,60332,145,147
09:37:15.610,60335,145,147
09:37:16.683,60332,145,147
09:37:16.685,60330,145,147
09:37:16.685,60327,145,147
09:37:17.641,60325,145,147
09:37:17.643,60327,145,147
09:37:17.754,60325,145,147
09:37:17.755,60322,145,147
09:37:17.956,60320,145,147
09:37:18.098,60322,142,145
09:37:18.100,60320,142,145
09:37:18.101,60317,142,145
09:37:18.943,60315,142,145
09:37:19.319,60312,142,145
09:37:19.319,60315,142,145
09:37:19.505,60312,142,145
09:37:19.507,60310,142,145
09:37:19.507,60312,142,145
09:37:19.550,60310,142,145
09:37:19.550,60307,142,145
09:37:19.555,60305,142,145
09:37:19.804,60302,142,145
09:37:19.805,60305,142,145
09:37:19.947,60307,142,145
09:37:19.982,60305,142,145
09:37:20.183,60307,142,145
09:37:20.278,60305,142,145
09:37:20.496,60307,142,145
09:37:20.498,60310,142,145
09:37:20.509,60307,142,145
09:37:20.600,60305,142,145
09:37:20.630,60302,142,145
09:37:20.717,60305,142,145
09:37:20.720,60302,142,145
09:37:20.721,60305,142,145
09:37:20.912,60307,142,145
09:37:20.913,60305,142,145
09:37:20.915,60307,142,145
09:37:20.916,60305,142,145
09:37:20.917,60307,142,145
09:37:21.010,60305,142,145
09:37:21.127,60302,142,145
09:37:21.172,60305,142,145
09:37:21.225,60302,142,145
09:37:21.227,60300,142,145
09:37:21.228,60302,142,145
09:37:21.271,60300,142,145
09:37:21.271,60302,142,145
09:37:21.434,60300,142,145
09:37:21.657,60297,142,145
09:37:21.660,60300,142,145
09:37:21.859,60302,142,145
09:37:21.861,60305,142,145
09:37:22.225,60302,142,145
09:37:22.228,60305,142,145
09:37:22.229,60302,142,145
09:37:22.239,60305,142,145
09:37:22.627,60302,142,145
09:37:22.652,60305,142,145
09:37:22.736,60302,142,145
09:37:22.758,60305,142,145
09:37:22.759,60307,142,145
09:37:22.958,60305,142,145
09:37:23.040,60307,142,145
09:37:23.182,60305,142,145
09:37:23.280,60302,142,145
09:37:23.280,60300,142,145
09:37:23.285,60297,142,145
09:37:23.285,60300,142,145
09:37:23.285,60297,142,145
09:37:23.291,60300,142,145
09:37:23.798,60302,142,145
09:37:23.798,60305,142,145
09:37:24.150,60307,142,145
09:37:24.382,60305,142,145
09:37:24.627,60302,142,145
09:37:24.866,60300,142,145
09:37:24.981,60302,142,145
09:37:24.982,60305,142,145
09:37:25.091,60307,142,145
09:37:25.197,60305,142,145
09:37:25.780,60307,142,145
09:37:26.156,60305,142,145
09:37:26.503,60307,142,145
09:37:26.505,60310,142,145
09:37:27.376,60312,142,145
09:37:27.677,60310,142,145
09:37:27.768,60307,142,145
09:37:27.770,60310,142,145
09:37:27.771,60307,142,145
09:37:27.970,60305,142,145
09:37:28.158,60307,142,145
09:37:28.160,60310,142,145
09:37:28.161,60307,142,145
09:37:28.161,60310,142,145
09:37:28.163,60307,142,145
09:37:28.163,60310,142,145
09:37:28.164,60307,142,145
09:37:28.165,60310,142,145
09:37:28.541,60312,142,145
09:37:28.840,60315,142,145
09:37:28.841,60317,142,145
09:37:28.849,60320,142,145
09:37:28.883,60322,142,145
09:37:29.386,60320,142,145
09:37:29.399,60317,142,145
09:37:29.402,60320,142,145
09:37:29.429,60317,142,145
09:37:29.679,60320,142,145
09:37:29.821,60317,142,145
09:37:29.846,60320,142,145
09:37:30.163,60322,142,145
09:37:30.164,60325,142,147
09:37:30.785,60322,142,145
09:37:30.809,60325,142,145
09:37:30.891,60322,142,145
09:37:30.986,60325,142,145
09:37:31.643,60327,142,145
09:37:31.668,60330,142,147
09:37:32.206,60327,145,147
09:37:32.206,60325,142,147
09:37:32.498,60327,142,145
09:37:32.499,60330,142,147
09:37:32.500,60332,142,147
09:37:32.548,60330,145,147
09:37:33.071,60327,145,147
09:37:33.072,60325,145,147
09:37:33.110,60322,142,145
09:37:33.111,60320,142,145
09:37:33.213,60317,142,145
09:37:33.246,60315,142,145
09:37:34.454,60317,142,145
09:37:34.455,60320,142,145
09:37:34.607,60322,142,145
09:37:34.609,60325,142,145
09:37:34.711,60322,142,145
09:37:34.712,60320,142,145
09:37:34.809,60317,142,145
09:37:35.091,60320,142,145
09:37:35.376,60317,142,145
09:37:36.074,60315,142,145
09:37:36.470,60317,142,145
09:37:36.715,60315,142,145
09:37:36.941,60312,142,145
09:37:36.957,60315,142,145
09:37:36.958,60312,142,145
09:37:36.966,60315,142,145
09:37:37.591,60317,142,145
09:37:37.592,60320,142,145
09:37:37.795,60317,142,145
09:37:38.270,60320,142,145
09:37:39.288,60322,142,145
09:37:39.347,60325,142,145
09:37:39.349,60327,142,145
09:37:39.487,60330,145,147
09:37:39.492,60332,145,147
09:37:39.504,60330,145,147
09:37:39.736,60327,145,147
09:37:39.737,60325,145,147
09:37:40.100,60322,145,147
09:37:40.111,60325,142,145
09:37:40.332,60327,145,147
09:37:40.338,60325,145,147
09:37:40.913,60327,145,147
09:37:41.771,60330,145,147
09:37:41.772,60332,145,147
09:37:42.354,60335,145,147
09:37:42.356,60337,145,147
09:37:42.572,60335,145,147
09:37:42.573,60337,145,147
09:37:42.775,60335,145,147
09:37:43.080,60337,145,147
09:37:43.083,60340,145,147
09:37:43.087,60337,145,147
09:37:43.283,60335,145,147
09:37:43.387,60337,145,147
09:37:44.161,60340,145,147
09:37:44.710,60342,145,147
